,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR,Date,Latitude,Longitude,geometry,index_right
159369,-122.31342878263295,47.569516757210366,159370,192138,192218,E414454,Matched,Block,,15TH AVE S BETWEEN 15TH AVS TURN RD AND S COLUMBIAN N WAY, ,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2015-04-07T00:00:00.000Z,4/7/2015 9:43:00 AM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,15915,0,N,2015-04-07 09:43:00,47.569516757210366,-122.31342878263295,POINT (-122.313428782633 47.56951675721037),0
159373,-122.32790375541016,47.61523842026632,159374,193560,193640,3626512,Matched,Intersection,29863.0,MELROSE AVE AND PINE ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-05-19T00:00:00.000Z,5/19/2015 9:53:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,10336,0,N,2015-05-19 09:53:00,47.61523842026632,-122.32790375541016,POINT (-122.3279037554102 47.61523842026632),0
159430,-122.34165960681317,47.60950557738303,159431,195293,195393,3736125,Matched,Block,,PINE ST BETWEEN PIKE PL AND POST AL,NEI,"Not Enough Information, or Insufficient Location Information",2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-06-04T00:00:00.000Z,6/4/2015 10:15:00 AM,,0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Unknown,Unknown,Unknown,,,,45,Vehicle - Pedalcyclist,0,0,Y,2015-06-04 10:15:00,47.60950557738303,-122.34165960681317,POINT (-122.3416596068132 47.60950557738303),0
159536,-122.3297765005992,47.60937180513482,159537,197674,197794,E435206,Matched,Intersection,29916.0,8TH AVE AND SENECA ST, ,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2015-05-28T00:00:00.000Z,5/28/2015 11:57:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,521935,N,2015-05-28 11:57:00,47.60937180513482,-122.3297765005992,POINT (-122.3297765005992 47.60937180513482),0
159544,-122.32515153862364,47.65378520562127,159545,193858,193938,3503349,Matched,Block,,NE NORTHLAKE WAY BETWEEN LATONA AVE NE AND 4TH AVE NE, ,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2015-05-26T00:00:00.000Z,5/26/2015 3:35:00 PM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,29031,0,N,2015-05-26 15:35:00,47.65378520562127,-122.32515153862364,POINT (-122.3251515386236 47.65378520562127),0
159550,-122.325825923558,47.68029316864227,159551,193964,194044,3708133,Matched,Intersection,24580.0,EAST GREEN LAKE DR N AND NE 72ND ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-05-28T00:00:00.000Z,5/28/2015 4:56:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,7279,0,N,2015-05-28 16:56:00,47.68029316864227,-122.325825923558,POINT (-122.325825923558 47.68029316864227),0
159588,-122.31673339075188,47.612889235770126,159589,199726,199866,E439685,Matched,Intersection,29761.0,12TH AVE AND E MADISON ST, ,,2,Injury Collision,Cycles,1,0,1,1,1,0,0,2015-06-26T00:00:00.000Z,6/26/2015 11:27:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,10773,0,N,2015-06-26 23:27:00,47.612889235770126,-122.31673339075188,POINT (-122.3167333907519 47.61288923577013),0
159618,-122.30201994911374,47.64414268672004,159619,196016,196116,3707333,Matched,Intersection,28341.0,24TH AVE E AND E LAKE WASHINGTON BLVD, ,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2015-06-20T00:00:00.000Z,6/20/2015 9:11:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,N,2015-06-20 09:11:00,47.64414268672004,-122.30201994911374,POINT (-122.3020199491137 47.64414268672004),0
159646,-122.32680418837404,47.61521815296027,159647,195726,195826,3707282,Matched,Intersection,29862.0,BELLEVUE AVE AND E PINE ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-06-17T00:00:00.000Z,6/17/2015 9:14:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,10342,0,N,2015-06-17 09:14:00,47.61521815296027,-122.32680418837404,POINT (-122.326804188374 47.61521815296027),0
159680,-122.33072969571376,47.61544971816136,159681,200270,200410,3726039,Matched,Intersection,29865.0,BOREN AVE AND OLIVE WAY, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-08-14T00:00:00.000Z,8/14/2015 6:00:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,24933,0,N,2015-08-14 18:00:00,47.61544971816136,-122.33072969571376,POINT (-122.3307296957138 47.61544971816136),0
159731,-122.28048822865428,47.52921328433052,159732,193215,193295,E418701,Matched,Intersection,35230.0,M L KING JR ER WAY S AND S ROSE ST, ,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2015-04-16T00:00:00.000Z,4/16/2015 4:18:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,525484,N,2015-04-16 16:18:00,47.52921328433052,-122.28048822865428,POINT (-122.2804882286543 47.52921328433052),0
159745,-122.3903284738446,47.69057378322034,159746,196204,196304,3707632,Matched,Intersection,37087.0,26TH AVE NW AND NW 85TH W ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-06-20T00:00:00.000Z,6/20/2015 6:08:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,0,37087,N,2015-06-20 18:08:00,47.69057378322034,-122.3903284738446,POINT (-122.3903284738446 47.69057378322034),0
159748,-122.33566164382243,47.59827561153131,159749,195437,195537,3739458,Matched,Block,,S KING ST BETWEEN ALASKAN WAY S AND ALASKAN E RDWY WAY S, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-06-12T00:00:00.000Z,6/12/2015 5:31:00 PM,Mid-Block (but intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,30371,N,2015-06-12 17:31:00,47.59827561153131,-122.33566164382243,POINT (-122.3356616438224 47.59827561153131),0
159756,-122.30893058566124,47.60802614568444,159757,193898,193978,E426893,Matched,Intersection,30178.0,18TH AVE AND E CHERRY ST, ,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2015-05-18T00:00:00.000Z,5/18/2015 5:06:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,9535,0,N,2015-05-18 17:06:00,47.60802614568444,-122.30893058566124,POINT (-122.3089305856612 47.60802614568444),0
159772,-122.34051946667233,47.63727212805324,159773,200456,200596,3703756,Matched,Block,,WESTLAKE AVE N BETWEEN NEWTON ST AND CROCKETT ST, ,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2015-08-15T00:00:00.000Z,8/15/2015 2:40:00 AM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,20035,0,N,2015-08-15 02:40:00,47.63727212805324,-122.34051946667233,POINT (-122.3405194666723 47.63727212805324),0
159866,-122.31673339075188,47.612889235770126,159867,197301,197421,E431761,Matched,Intersection,29761.0,12TH AVE AND E MADISON ST, ,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2015-05-31T00:00:00.000Z,5/31/2015 12:18:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,10773,0,N,2015-05-31 12:18:00,47.612889235770126,-122.31673339075188,POINT (-122.3167333907519 47.61288923577013),0
159893,-122.28481803032535,47.6679900423168,159894,199164,199304,3733601,Matched,Block,,40TH AVE NE BETWEEN NE 52ND PL AND NE 55TH ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-08-01T00:00:00.000Z,8/1/2015 3:14:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,521972,N,2015-08-01 15:14:00,47.6679900423168,-122.28481803032535,POINT (-122.2848180303254 47.6679900423168),0
159919,-122.35958981173324,47.63959690714944,159920,199168,199308,E447909,Matched,Intersection,27816.0,W MCGRAW PL AND W MCGRAW E ST, ,,2,Injury Collision,Cycles,1,0,1,1,1,0,0,2015-08-01T00:00:00.000Z,8/1/2015 7:26:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,30167,0,N,2015-08-01 07:26:00,47.63959690714944,-122.35958981173324,POINT (-122.3595898117332 47.63959690714944),0
159938,-122.33600927191156,47.62578544856179,159939,199920,200060,E442178,Matched,Block,,VALLEY ST BETWEEN LAKE UNION PARK ACCESS RD AND BOREN AVE N, ,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2015-07-10T00:00:00.000Z,7/10/2015 5:54:00 AM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dawn,,,,45,Vehicle - Pedalcyclist,0,577500,N,2015-07-10 05:54:00,47.62578544856179,-122.33600927191156,POINT (-122.3360092719116 47.62578544856179),0
159940,-122.3290622636468,47.5861701171476,159941,195484,195565,E432976,Matched,Intersection,31348.0,4TH AVE S AND S HOLGATE ST, ,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2015-06-10T00:00:00.000Z,6/10/2015 2:07:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,521750,N,2015-06-10 14:07:00,47.5861701171476,-122.3290622636468,POINT (-122.3290622636468 47.5861701171476),0
159953,-122.31678113297993,47.604360384910656,159954,192582,192682,E423419,Matched,Intersection,29826.0,12TH AVE AND E ALDER ST, ,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2015-05-07T00:00:00.000Z,5/7/2015 2:33:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,10590,0,N,2015-05-07 14:33:00,47.604360384910656,-122.31678113297993,POINT (-122.3167811329799 47.60436038491066),0
159971,-122.3846160787377,47.65397898107649,159972,199890,200030,3732633,Matched,Intersection,26454.0,GILMAN AVE W AND W EMERSON ST, ,,2,Injury Collision,Cycles,4,0,1,3,1,0,0,2015-08-12T00:00:00.000Z,8/12/2015 7:07:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,15423,0,N,2015-08-12 19:07:00,47.65397898107649,-122.3846160787377,POINT (-122.3846160787377 47.65397898107649),0
160029,-122.28495680449556,47.67760055740105,160030,199391,199531,3642117,Matched,Intersection,24966.0,40TH AVE NE AND NE 68TH ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-07-01T00:00:00.000Z,7/1/2015 11:31:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,13371,0,N,2015-07-01 11:31:00,47.67760055740105,-122.28495680449556,POINT (-122.2849568044956 47.67760055740105),0
160092,-122.32447972614032,47.61578647013502,160093,198617,198758,3642467,Matched,Block,,BELMONT AVE BETWEEN E PINE ST AND E OLIVE ST, ,,2b,Serious Injury Collision,Cycles,1,0,1,0,1,1,0,2015-07-27T00:00:00.000Z,7/27/2015 4:40:00 AM,Mid-Block (but intersection related),68.0,PEDALCYCLIST RAN OFF ROAD - HIT FIXED OBJECT,,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,Y,45,Vehicle - Pedalcyclist,0,0,N,2015-07-27 04:40:00,47.61578647013502,-122.32447972614032,POINT (-122.3244797261403 47.61578647013502),0
160124,-122.34239171231826,47.619719612676406,160125,193578,193658,3739791,Matched,Intersection,28797.0,DEXTER AVE N AND JOHN ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-05-14T00:00:00.000Z,5/14/2015 6:13:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,42808,0,N,2015-05-14 18:13:00,47.619719612676406,-122.34239171231826,POINT (-122.3423917123183 47.61971961267641),0
160141,-122.3228862047956,47.6820310130611,160142,194769,194869,E423128,Matched,Intersection,24439.0,5TH AVE NE AND NE 74TH ST, ,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2015-04-30T00:00:00.000Z,4/30/2015 6:37:00 AM,At Intersection (intersection related),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Dry,Dawn,,,,45,Vehicle - Pedalcyclist,7462,0,N,2015-04-30 06:37:00,47.6820310130611,-122.3228862047956,POINT (-122.3228862047956 47.6820310130611),0
160142,-122.3474298891354,47.65015880001961,160143,193562,193642,3736365,Matched,Intersection,27034.0,TROLL AVE N AND N 35TH ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-05-20T00:00:00.000Z,5/20/2015 5:29:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,N,2015-05-20 17:29:00,47.65015880001961,-122.3474298891354,POINT (-122.3474298891354 47.65015880001961),0
160180,-122.32729177860696,47.618494701867675,160181,197662,197782,3707139,Matched,Block,,E DENNY WAY BETWEEN MELROSE AVE AND BELLEVUE AVE, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-05-11T00:00:00.000Z,5/11/2015 7:38:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,23555,0,N,2015-05-11 19:38:00,47.618494701867675,-122.32729177860696,POINT (-122.327291778607 47.61849470186768),0
160187,-122.32005642808824,47.64319455585064,160188,193297,193377,3707047,Matched,Intersection,28205.0,10TH AVE E AND E ROANOKE W ST, ,,2,Injury Collision,Cycles,3,0,1,2,1,0,0,2015-05-14T00:00:00.000Z,5/14/2015 6:11:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,0,524237,N,2015-05-14 18:11:00,47.64319455585064,-122.32005642808824,POINT (-122.3200564280882 47.64319455585064),0
160263,-122.33259897598568,47.6132952158997,160264,198526,198666,3574925,Matched,Block,,PINE ST BETWEEN 8TH AVE AND 9TH AVE, ,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2015-07-24T00:00:00.000Z,7/24/2015 7:10:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,Y,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,21814,0,N,2015-07-24 19:10:00,47.6132952158997,-122.33259897598568,POINT (-122.3325989759857 47.6132952158997),0
160287,-122.3064874019436,47.668006273433946,160288,192568,192668,E423324,Matched,Intersection,26039.0,20TH AVE NE AND NE 54TH ST, ,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2015-05-06T00:00:00.000Z,5/6/2015 3:20:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,7944,0,N,2015-05-06 15:20:00,47.668006273433946,-122.3064874019436,POINT (-122.3064874019436 47.66800627343395),0
160288,-122.32928120126756,47.567480366002314,160289,197697,197817,E435265,Matched,Block,,4TH AVE S BETWEEN S INDUSTRIAL EB WAY AND DIAGONAL AVE S, ,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2015-05-20T00:00:00.000Z,5/20/2015 3:20:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,N,2015-05-20 15:20:00,47.567480366002314,-122.32928120126756,POINT (-122.3292812012676 47.56748036600231),0
160329,-122.31401501020711,47.534764806504654,160330,194773,194873,E423173,Matched,Block,,EAST MARGINAL WAY S BETWEEN 14TH AVE S AND 16TH AVE S, ,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2015-05-04T00:00:00.000Z,5/4/2015 4:17:00 PM,Mid-Block (not related to intersection),21.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,1257,0,N,2015-05-04 16:17:00,47.534764806504654,-122.31401501020711,POINT (-122.3140150102071 47.53476480650465),0
160365,-122.35326662318391,47.690589061271226,160366,195059,195159,3738556,Matched,Block,,N 85TH ST BETWEEN PHINNEY AVE N AND DAYTON AVE N, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-06-06T00:00:00.000Z,6/6/2015 9:39:00 PM,Mid-Block (but intersection related),21.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",Y,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,21485,0,N,2015-06-06 21:39:00,47.690589061271226,-122.35326662318391,POINT (-122.3532666231839 47.69058906127123),0
160372,-122.31628657112216,47.6705959977004,160373,200202,200342,3736794,Matched,Block,,11TH AVE NE BETWEEN NE 56TH ST AND NE RAVENNA EB BV, ,,1,Property Damage Only Collision,Cycles,3,0,1,1,0,0,0,2015-08-13T00:00:00.000Z,8/13/2015 5:25:00 PM,Mid-Block (not related to intersection),54.0,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,9058,0,N,2015-08-13 17:25:00,47.6705959977004,-122.31628657112216,POINT (-122.3162865711222 47.6705959977004),0
160376,-122.30953943299092,47.71938573544915,160377,197076,197196,3707865,Matched,Block,,NE 125TH ST BETWEEN 17TH E AVE NE AND 19TH AVE NE, ,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2015-06-25T00:00:00.000Z,6/25/2015 5:23:00 PM,Mid-Block (but intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,7917,0,N,2015-06-25 17:23:00,47.71938573544915,-122.30953943299092,POINT (-122.3095394329909 47.71938573544915),0
160400,-122.31686348709144,47.61584669426279,160401,200264,200404,3707384,Matched,Block,,12TH AVE BETWEEN E PINE ST AND E OLIVE ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-08-18T00:00:00.000Z,8/18/2015 5:50:00 PM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,10846,0,N,2015-08-18 17:50:00,47.61584669426279,-122.31686348709144,POINT (-122.3168634870914 47.61584669426279),0
160412,-122.3177910907049,47.6579431277134,160413,194612,194712,3695654,Matched,Block,,ROOSEVELT WAY NE BETWEEN NE 42ND S ST AND NE 42ND N ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-06-02T00:00:00.000Z,6/2/2015 3:04:00 PM,Driveway Junction,51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,8985,0,N,2015-06-02 15:04:00,47.6579431277134,-122.3177910907049,POINT (-122.3177910907049 47.6579431277134),0
160438,-122.31678166434494,47.60309866689549,160439,196018,196118,3707379,Matched,Block,,12TH AVE BETWEEN E FIR ST AND E SPRUCE ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-06-20T00:00:00.000Z,6/20/2015 12:33:00 AM,Mid-Block (but intersection related),21.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,10566,0,N,2015-06-20 00:33:00,47.60309866689549,-122.31678166434494,POINT (-122.3167816643449 47.60309866689549),0
160462,-122.34233821000842,47.62583102779811,160463,197078,197198,3732143,Matched,Block,,DEXTER AVE N BETWEEN ROY ST AND VALLEY ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-06-25T00:00:00.000Z,6/25/2015 4:21:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,44421,0,N,2015-06-25 16:21:00,47.62583102779811,-122.34233821000842,POINT (-122.3423382100084 47.62583102779811),0
160497,-122.36331216062972,47.56563473717675,160498,196008,196108,3588258,Matched,Block,,DELRIDGE WAY SW BETWEEN SW DAKOTA ST AND SW GENESEE ST, ,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2015-06-19T00:00:00.000Z,6/19/2015 4:37:00 PM,Mid-Block (not related to intersection),21.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",Y,Y,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,22895,0,N,2015-06-19 16:37:00,47.56563473717675,-122.36331216062972,POINT (-122.3633121606297 47.56563473717675),0
160510,-122.29233681037157,47.55901454105129,160511,194578,194678,3187155,Matched,Block,,M L KING JR WR WAY S BETWEEN S ANGELINE ST AND S EDMUNDS ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2015-05-08T00:00:00.000Z,5/8/2015 12:27:00 PM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,0,524723,N,2015-05-08 12:27:00,47.55901454105129,-122.29233681037157,POINT (-122.2923368103716 47.55901454105129),0
160566,-122.33493456599491,47.60326855776359,160567,192101,192181,3739231,Matched,Intersection,30348.0,1ST AVE AND COLUMBIA ST, ,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2015-05-02T00:00:00.000Z,5/2/2015 12:20:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,36804,0,N,2015-05-02 12:20:00,47.60326855776359,-122.33493456599491,POINT (-122.3349345659949 47.60326855776359),0
160581,-122.2625087097578,47.55480344393009,160582,199677,199817,E439080,Matched,Intersection,33676.0,57TH AVE S AND S DAWSON ST, ,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2015-06-30T00:00:00.000Z,6/30/2015 9:49:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,N,2015-06-30 09:49:00,47.55480344393009,-122.2625087097578,POINT (-122.2625087097578 47.55480344393009),0
