,CRASH_RECORD_ID,RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,Date,Latitude,Longitude,geometry,index_right
398563,fab15bb8f3d865e80d8521d0747e8a991710e7c8d153eaf4a01cf06556ccc952a687a60aad752186cfb2f28788695fb2ba34364c91b980e688145a1b0223c1d8,JC218243,,04/09/2019 04:03:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",04/09/2019 07:10:00 PM,DISREGARDING STOP SIGN,NOT APPLICABLE,3232,W,GRACE ST,1733.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4,3,4,41.950373314,-87.709284826,POINT (-87.709284826071 41.950373314051),2019-04-09 04:03:00,41.950373314,-87.709284826,POINT (-87.709284826 41.950373314),0
398570,fab2c6c8c8380b4e55f1c70efc9d976ea0980696917db7a0ce3b949a85d2ad0347b8bc8f49dfb1dd3ff9c0326e52a5b4bf4149feba9d767e8c155bff96219fd8,JA453068,,09/30/2017 02:50:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,1.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",09/30/2017 04:04:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,3231,W,26TH ST,1032.0,,,,,,,2.0,INCAPACITATING INJURY,1.0,0.0,1.0,0.0,0.0,1.0,0.0,14,7,9,41.844392837,-87.706124223,POINT (-87.706124223005 41.84439283684),2017-09-30 14:50:00,41.844392837,-87.706124223,POINT (-87.706124223 41.844392837),0
398651,fabebea634e4e2cce3c57c6ded04d80325359ebe2bf8f6365289db9e86c7089f6c604af513e873c30e23dadd234a6d609838cfea87458d7241c4f23431e221cd,JB237167,,04/25/2018 08:50:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,Y,$500 OR LESS,04/25/2018 08:54:00 AM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,4958,W,BELMONT AVE,1634.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8,4,4,41.938874828,-87.751699407,POINT (-87.751699406923 41.938874827556),2018-04-25 08:50:00,41.938874828,-87.751699407,POINT (-87.751699407 41.938874828),0
398653,fabf2a43c29a95b2467971a0844444f3452478a015d08d020faa347adcd29d963da1bab409c5ce661caf997f184859c14e45b1caf1a726593da66a9c2b8f6000,JB336470,,07/05/2018 09:00:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,Y,$500 OR LESS,07/05/2018 12:56:00 PM,NOT APPLICABLE,NOT APPLICABLE,5820,S,ARCHER AVE,814.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9,5,7,41.796285205,-87.759421563,POINT (-87.75942156294 41.796285204735),2018-07-05 09:00:00,41.796285205,-87.759421563,POINT (-87.759421563 41.796285205),0
398907,fae7b8b422a4c508fa555381d584b76c0acb2b8d02bd0d7b97f943408bef23b794bd494cd2e0024a447952b20de431d88073ba24cb385aad1dde3b33981ec6ff,JA421285,,09/05/2017 08:45:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,09/06/2017 04:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2320,N,DAMEN AVE,1432.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8,3,9,41.92340679,-87.677973111,POINT (-87.67797311104 41.923406790284),2017-09-05 08:45:00,41.92340679,-87.677973111,POINT (-87.677973111 41.92340679),0
398933,faebe36638aa12830c69c37b07e7f1de79ec3f9ed50df96c7f904053fabbbc309f587b00a4a3906e3a910905b7b412c3e9f5d2128382c8eb72a8c2dd3ffaaaca,JC405866,,08/24/2019 08:24:00 PM,30,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,DUSK,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",08/24/2019 08:40:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7900,S,SOUTH CHICAGO AVE,411.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20,7,8,41.751339705,-87.585632266,POINT (-87.585632265652 41.751339704589),2019-08-24 20:24:00,41.751339705,-87.585632266,POINT (-87.585632266 41.751339705),0
399006,faf88eb6fc756046b11cba98e268ea16268e72cee3a90c4953bf3cf8d9cbe805d9abb40510bf11f3f22bba968cad3c9f5ca16e95202b3b9388db50bae14bb5dd,JB347102,,07/12/2018 07:12:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,07/12/2018 08:02:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1429,W,ADDISON ST,1922.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,19,5,7,41.946939623,-87.665166397,POINT (-87.665166396593 41.946939623316),2018-07-12 19:12:00,41.946939623,-87.665166397,POINT (-87.66516639699999 41.946939623),0
399012,faf93b7248d992be10859d4956e516e212ba00810376565dcbc9f920017442109dd27201aa25724f0a06c22e4064c4650bf29042d437a52df0554545a18e753d,JB422883,,09/05/2018 09:23:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",09/05/2018 09:25:00 AM,IMPROPER LANE USAGE,FAILING TO REDUCE SPEED TO AVOID CRASH,2856,N,CLARK ST,1934.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9,4,9,41.934117874,-87.646123847,POINT (-87.646123846659 41.934117874189),2018-09-05 09:23:00,41.934117874,-87.646123847,POINT (-87.646123847 41.934117874),0
399048,faffa354b3443eeb35e7ba97e495fa09ba6b7d8c61bef2daff518a92186e7261b5e128e836d1ef93e10c154a7f25a38d99ee4c3fc6a8a3fab07f58b93bd19ec4,JA375492,Y,08/02/2017 03:30:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",08/03/2017 12:59:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,199,W,WASHINGTON ST,122.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,15,4,8,41.88309981,-87.633788338,POINT (-87.633788338434 41.883099809817),2017-08-02 15:30:00,41.88309981,-87.633788338,POINT (-87.633788338 41.88309981),0
399155,fb112bc220e4c41d1d105aa24bdd566365619a310893b78aa86c8ae703d504da53d88862d96e4840a650cbe7076d3d5014c51c3460dd6123ad91b7aea23140c7,JA476386,Y,10/18/2017 06:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,ALLEY,1.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,N,$500 OR LESS,10/18/2017 06:13:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6815,N,WESTERN AVE,2411.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,0.0,0.0,18,4,10,42.005512966,-87.689932918,POINT (-87.689932918234 42.005512966057),2017-10-18 18:00:00,42.005512966,-87.689932918,POINT (-87.689932918 42.005512966),0
399209,fb1bd2d8580b1de29057e8b0ec1a5bc20c058571e29c9d8ee7f33d70778d13c7c737a0b8fe7b63fdeca4d0cfce72a1d09e6d8aa2dce908b6e9cdb5caa61cb245,JC370939,,07/30/2019 08:40:00 AM,35,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",07/30/2019 11:18:00 AM,DISREGARDING STOP SIGN,FAILING TO YIELD RIGHT-OF-WAY,4233,W,FULLERTON AVE,2522.0,,,,,,,2.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,8,3,7,41.924299945,-87.733028839,POINT (-87.733028839308 41.924299944875),2019-07-30 08:40:00,41.924299945,-87.733028839,POINT (-87.733028839 41.924299945),0
399265,fb232fdc11b80faaa47bfd16423baca92ee7d1123d89aea893551d9a0d73bc648784f1a4392ffad86d3674807388e0ba87b803b8fab1cbf851ca1bd1c6b7a581,JC390683,,08/13/2019 12:40:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,08/13/2019 12:52:00 PM,IMPROPER LANE USAGE,NOT APPLICABLE,2144,W,AINSLIE ST,2032.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12,3,8,41.970621377,-87.683472399,POINT (-87.683472398718 41.970621376704),2019-08-13 12:40:00,41.970621377,-87.683472399,POINT (-87.683472399 41.970621377),0
399300,fb285f46f664822d5c8bf468072c28d308a103441b561ac926c9f021efa89525d0a0bbc596e5264907db24811424bc361d4fcbbc4dd674a48a20fcdd2954bfaa,JB384606,,08/08/2018 12:26:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",08/08/2018 12:26:00 PM,CELL PHONE USE OTHER THAN TEXTING,CELL PHONE USE OTHER THAN TEXTING,1129,W,CHICAGO AVE,1215.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12,4,8,41.896138734,-87.656345713,POINT (-87.65634571324 41.896138734273),2018-08-08 12:26:00,41.896138734,-87.656345713,POINT (-87.65634571299999 41.896138734),0
399306,fb296be2b6f30bbd68191c996080ed9e4fe923bdf8b497e21d9e73e61a195cd39a176817a2e0c683d1c33f2a5410c37ddfe8dfd3f93aad04b8b30df4735f81a6,JC397935,,08/18/2019 07:45:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DUSK,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,08/18/2019 07:50:00 PM,NOT APPLICABLE,NOT APPLICABLE,1335,N,WELLS ST,1821.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,19,1,8,41.906798294,-87.6344319,POINT (-87.634431900081 41.906798293696),2019-08-18 19:45:00,41.906798294,-87.6344319,POINT (-87.6344319 41.906798294),0
399311,fb2aa932e4bb40f254ed770a1b22a2c758107c18fc0aa09520c4905b9ec28a2ada1601f7c498eeead10b2527e3c3a3b3a8d30b4d3470d98824bef73b2405a070,JC271425,Y,05/17/2019 06:30:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,PEDALCYCLIST,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",05/20/2019 08:00:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,2244,S,CHRISTIANA AVE,1024.0,,,,,,,2.0,INCAPACITATING INJURY,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6,6,5,41.850389225,-87.7090134,POINT (-87.709013400219 41.850389224634),2019-05-17 06:30:00,41.850389225,-87.7090134,POINT (-87.7090134 41.850389225),0
399372,fb3575d1b737e76e0cd58c8a357ab4e4df8362855839a526323accdb6eb00df2d344bd801892374810516b75ccbaea813a5682b7515c70eb51ecb2c9c2999efe,JA443965,Y,09/23/2017 07:15:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",09/23/2017 08:44:00 PM,DISREGARDING OTHER TRAFFIC SIGNS,NOT APPLICABLE,502,W,MONROE ST,121.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,19,7,9,41.880697676,-87.639815453,POINT (-87.639815453433 41.880697675607),2017-09-23 19:15:00,41.880697676,-87.639815453,POINT (-87.639815453 41.880697676),0
399399,fb39e6a26c8922fa260f9ac32c95ad845924766e2bc3c88c3a99b4a76076eca0ef5059bccfe74a736b42fbf01311d3d1eb95e0ea7be60165c93a0bebb86e12a7,HZ427115,,09/08/2016 05:15:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,09/09/2016 03:00:00 PM,IMPROPER TURNING/NO SIGNAL,FAILING TO YIELD RIGHT-OF-WAY,1635,N,MILWAUKEE AVE,1434.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,5,9,41.911188187,-87.678493295,POINT (-87.678493294885 41.911188187137),2016-09-08 17:15:00,41.911188187,-87.678493295,POINT (-87.678493295 41.911188187),0
399469,fb4561ca3d1f10364ddd7e8d342f84bfc6bc66dbd55b2d7e6b3f62f1ffac8c80e23b931a3221476bafcc82132e6f47ec23426e312fcaac612c991d28cbaad01b,JB366887,,07/26/2018 06:40:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,ONE-WAY,1.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",07/26/2018 10:40:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,1620,W,BARRY AVE,1931.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,18,5,7,41.937969524,-87.669474725,POINT (-87.669474725274 41.937969523521),2018-07-26 18:40:00,41.937969524,-87.669474725,POINT (-87.669474725 41.937969524),0
399503,fb4abc42eb97634bd02f17d0d57c6bb7820569db38fef86e4ea95c1e1990404d25bb8832ef88964a7682935438737acb117b3eef9ae5c63df1736af2a4822e69,JC458861,,10/03/2019 04:53:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",10/03/2019 04:56:00 PM,FOLLOWING TOO CLOSELY,FAILING TO YIELD RIGHT-OF-WAY,498,W,MADISON ST,121.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,16,5,10,41.881993414,-87.639636251,POINT (-87.639636251001 41.881993413565),2019-10-03 16:53:00,41.881993414,-87.639636251,POINT (-87.639636251 41.881993414),0
399516,fb4ce543929e40ac49d1b39495bd60dd3372496673cde9dbea73866678eb502f915d8cd95e3f1d82e0518c1747398abb141720bce8c000cad15424cde14e7c2f,HZ194824,,03/20/2016 03:15:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,03/20/2016 06:20:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1201,S,HALSTED ST,1232.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15,1,3,41.867127515,-87.646771126,POINT (-87.646771125612 41.86712751475),2016-03-20 15:15:00,41.867127515,-87.646771126,POINT (-87.646771126 41.867127515),0
399531,fb4f25a827ffb7c1f112ab028289d3888fadb8345f6b9725212f303a76bf53eb1a1915b713569967dcf08566256862c847448869ac1042c4e12a149d3ae8c16a,JB240058,,04/27/2018 12:33:00 PM,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,04/27/2018 12:33:00 PM,DRIVING ON WRONG SIDE/WRONG WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,3859,N,SHEFFIELD AVE,1923.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12,6,4,41.952599463,-87.654341189,POINT (-87.654341189486 41.952599463317),2018-04-27 12:33:00,41.952599463,-87.654341189,POINT (-87.65434118899999 41.952599463),0
399553,fb5196e7b215ffe424354c435063a0ca7c220e11ec17691e0bf2fc180146489b6a3fed0db8b1c35b76d3d514ab198bd16e7de5775eb5efaae1c13970640b0a6d,JD107848,,01/07/2020 07:35:00 PM,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",01/07/2020 07:45:00 PM,FAILING TO YIELD RIGHT-OF-WAY,DISREGARDING ROAD MARKINGS,6400,N,RIDGE BLVD,2412.0,,,,,,,,,,,,,,,,19,3,1,41.998019258,-87.67701946,POINT (-87.677019460109 41.998019258165),2020-01-07 19:35:00,41.998019258,-87.67701946,POINT (-87.67701946 41.998019258),0
399690,fb667abc1915da87c4ad1f849bbeeaa3b6b4cde10784d697d39a72ee9d3c24014d501376f7c3be668c80b0186b2f25aaac377d7b92a61f43783f95fc4902f481,JB321207,,06/24/2018 08:28:00 PM,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,Y,$500 OR LESS,06/24/2018 10:30:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,6400,W,IRVING PARK RD,1632.0,,,Y,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,2.0,0.0,20,1,6,41.953024751,-87.786683238,POINT (-87.786683237666 41.953024750753),2018-06-24 20:28:00,41.953024751,-87.786683238,POINT (-87.78668323799999 41.953024751),0
399708,fb6a340422bb19fab85146e8160e06e8e0161b923291f523845af99098e1e8605797666574cfae7c1611765ebd6a11dd4b43c310386760e2b8c75ea44dbcfa73,JA497279,,11/01/2017 03:30:00 PM,25,NO CONTROLS,NO CONTROLS,UNKNOWN,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,11/03/2017 02:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1830,W,WILSON AVE,1912.0,,,Y,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,15,4,11,41.96525043,-87.675950174,POINT (-87.675950174225 41.965250429709),2017-11-01 15:30:00,41.96525043,-87.675950174,POINT (-87.67595017399999 41.96525043),0
399717,fb6b4ceef953356ec31d36784e782f582efd4be76e22b6f643782e2e0bf12b1b8618703f4a94706370d6e11bbd21a054a4c1336770908b4c4c6fec10681aaa46,JC464523,,10/08/2019 10:38:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",10/08/2019 10:38:00 AM,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",UNABLE TO DETERMINE,4000,W,ARMITAGE AVE,2525.0,,,,,,,2.0,INCAPACITATING INJURY,1.0,0.0,1.0,0.0,0.0,2.0,0.0,10,3,10,41.917275069,-87.726622746,POINT (-87.726622746448 41.917275069409),2019-10-08 10:38:00,41.917275069,-87.726622746,POINT (-87.726622746 41.917275069),0
399723,fb6cbc6f388f70266797eb37d622e81eb34badefeb17ac0da52153c1c22f4987c9536d17e4952c58380f15fd2255451beda5b9b5a7db8851a32b68002b21424b,JB252413,,05/05/2018 04:30:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",05/06/2018 02:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,615,W,36TH ST,915.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,0.0,16,7,5,41.828872362,-87.641836636,POINT (-87.641836636082 41.828872361668),2018-05-05 16:30:00,41.828872362,-87.641836636,POINT (-87.64183663599999 41.828872362),0
399771,fb74845a8ba49ac7cad173534c6e486c5a42230b0466e5319342ca0dee06023e78a1d18dc79062fd18fcf48e66b057ab5a6d7da2b77ee3ab86767dfa43b289f8,JB451921,,09/26/2018 04:12:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,09/26/2018 04:23:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,6503,W,DIVERSEY AVE,2512.0,,,Y,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,4,9,41.930844804,-87.788271109,POINT (-87.788271109144 41.930844803898),2018-09-26 16:12:00,41.930844804,-87.788271109,POINT (-87.78827110899999 41.930844804),0
399779,fb7574520da63fe2c9dc15efd8a151bb8f298f2a291d85f59558453662621400307dca1b651f1448b94113d7fbf56338dc0d6bae2d5f0b3dcbcbe9f75f8349af,JA540337,,12/07/2017 02:45:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,12/07/2017 02:45:00 PM,IMPROPER LANE USAGE,NOT APPLICABLE,7900,S,CENTRAL PARK AVE,834.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,5,12,41.749552179,-87.712037361,POINT (-87.712037360606 41.749552179402),2017-12-07 14:45:00,41.749552179,-87.712037361,POINT (-87.712037361 41.749552179),0
399842,fb7e52ebbb918a6ab9a3f964214e92b6c215640b20f9ea49aaab99dc915d2aa829aa532c098b03baf650f2ee97d497d8d145466cfe70953bcb4d7d59237c2ceb,JB353769,,07/17/2018 04:21:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,1.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",07/17/2018 04:25:00 PM,NOT APPLICABLE,NOT APPLICABLE,5240,N,ST LOUIS AVE,1712.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,16,3,7,41.976890868,-87.716151412,POINT (-87.716151412232 41.976890867778),2018-07-17 16:21:00,41.976890868,-87.716151412,POINT (-87.716151412 41.976890868),0
